EXP	ALIGN	TF_UNIPROT_AC	TF_UNIPROT_ID	GTRD_CELL_TYPE_ID	GTRD_CELL_TYPE_NAME	BAD_GROUP_ID	BAD_GROUP_NAME	ENCODE	GEO_GSE	IS_CONTROL
EXP034436	ALIGNS039312	52	PPARG_HUMAN	807	subcutaneous white adipose tissue	839	subcutaneous_white_adipose_tissue@GSE64458	None	GSE64458	False
EXP034439	ALIGNS039315	195	ELF3_HUMAN	697	pancreatic ductal adenocarcinoma	840	pancreatic_ductal_adenocarcinoma@GSE64557	None	GSE64557	False
EXP034440	ALIGNS039316	75	FOXA1_HUMAN	697	pancreatic ductal adenocarcinoma	840	pancreatic_ductal_adenocarcinoma@GSE64557	None	GSE64557	False
EXP034441	ALIGNS039317	192	HNF1B_HUMAN	697	pancreatic ductal adenocarcinoma	840	pancreatic_ductal_adenocarcinoma@GSE64557	None	GSE64557	False
EXP034442	ALIGNS039318	109	IRF1_HUMAN	697	pancreatic ductal adenocarcinoma	840	pancreatic_ductal_adenocarcinoma@GSE64557	None	GSE64557	False
EXP034443	ALIGNS039319	328	KLF5_HUMAN	697	pancreatic ductal adenocarcinoma	840	pancreatic_ductal_adenocarcinoma@GSE64557	None	GSE64557	False
EXP034444	ALIGNS039320	152	ZEB1_HUMAN	697	pancreatic ductal adenocarcinoma	840	pancreatic_ductal_adenocarcinoma@GSE64557	None	GSE64557	False
EXP034445	ALIGNS039321	39	KLF4_HUMAN	697	pancreatic ductal adenocarcinoma	840	pancreatic_ductal_adenocarcinoma@GSE64557	None	GSE64557	False
EXP034446	ALIGNS039322	331	KLF6_HUMAN	697	pancreatic ductal adenocarcinoma	840	pancreatic_ductal_adenocarcinoma@GSE64557	None	GSE64557	False
EXP034447	ALIGNS039323	195	ELF3_HUMAN	697	pancreatic ductal adenocarcinoma	840	pancreatic_ductal_adenocarcinoma@GSE64557	None	GSE64557	False
EXP034448	ALIGNS039324	75	FOXA1_HUMAN	697	pancreatic ductal adenocarcinoma	840	pancreatic_ductal_adenocarcinoma@GSE64557	None	GSE64557	False
EXP034449	ALIGNS039325	195	ELF3_HUMAN	697	pancreatic ductal adenocarcinoma	840	pancreatic_ductal_adenocarcinoma@GSE64557	None	GSE64557	False
EXP034450	ALIGNS039326	75	FOXA1_HUMAN	697	pancreatic ductal adenocarcinoma	840	pancreatic_ductal_adenocarcinoma@GSE64557	None	GSE64557	False
EXP034462	ALIGNS039338	61	ANDR_HUMAN	70	LNCaP (prostate carcinoma)	841	LNCaP__prostate_carcinoma_@GSE64656	None	GSE64656	False
EXP034463	ALIGNS039339	15	VDR_HUMAN	70	LNCaP (prostate carcinoma)	841	LNCaP__prostate_carcinoma_@GSE64656	None	GSE64656	False
EXP034464	ALIGNS039340	75	FOXA1_HUMAN	70	LNCaP (prostate carcinoma)	841	LNCaP__prostate_carcinoma_@GSE64656	None	GSE64656	False
EXP034469	ALIGNS039345	60	STA5B_HUMAN	890	CD8+ T-cells	842	CD8+_T-cells@GSE64713	None	GSE64713	False
EXP034470	ALIGNS039346	60	STA5B_HUMAN	890	CD8+ T-cells	842	CD8+_T-cells@GSE64713	None	GSE64713	False
EXP034471	ALIGNS039347	60	STA5B_HUMAN	890	CD8+ T-cells	842	CD8+_T-cells@GSE64713	None	GSE64713	False
EXP034472	ALIGNS039348	60	STA5B_HUMAN	890	CD8+ T-cells	842	CD8+_T-cells@GSE64713	None	GSE64713	False
EXP034473	ALIGNS039349	60	STA5B_HUMAN	890	CD8+ T-cells	842	CD8+_T-cells@GSE64713	None	GSE64713	False
EXP034485	ALIGNS039361	425	LEF1_HUMAN	878	embryonic stem cells	843	embryonic_stem_cells@GSE64758	None	GSE64758	False
EXP034486	ALIGNS039362	425	LEF1_HUMAN	878	embryonic stem cells	843	embryonic_stem_cells@GSE64758	None	GSE64758	False
EXP034489	ALIGNS039365	43	RUNX1_HUMAN	45	acute myeloblastic leukemia	844	acute_myeloblastic_leukemia@GSE64862	None	GSE64862	False
EXP034490	ALIGNS039366	47	FOS_HUMAN	641	MV-4-11 (Childhood acute monocytic leukemia)	845	MV-4-11__Childhood_acute_monocytic_leukemia_@GSE64862	None	GSE64862	False
EXP034491	ALIGNS039367	47	FOS_HUMAN	641	MV-4-11 (Childhood acute monocytic leukemia)	845	MV-4-11__Childhood_acute_monocytic_leukemia_@GSE64862	None	GSE64862	False
EXP034492	ALIGNS039368	59	STA5A_HUMAN	641	MV-4-11 (Childhood acute monocytic leukemia)	845	MV-4-11__Childhood_acute_monocytic_leukemia_@GSE64862	None	GSE64862	False
EXP034493	ALIGNS039369	43	RUNX1_HUMAN	45	acute myeloblastic leukemia	844	acute_myeloblastic_leukemia@GSE64862	None	GSE64862	False
EXP034494	ALIGNS039370	43	RUNX1_HUMAN	724	stem cells from periferal blood	846	stem_cells_from_periferal_blood@GSE64862	None	GSE64862	False
EXP034495	ALIGNS039371	48	P53_HUMAN	430	HepG2 (hepatoblastoma)	847	HepG2__hepatoblastoma_@GSE64877	None	GSE64877	False
EXP034496	ALIGNS039372	48	P53_HUMAN	430	HepG2 (hepatoblastoma)	847	HepG2__hepatoblastoma_@GSE64877	None	GSE64877	False
EXP034501	ALIGNS039377	61	ANDR_HUMAN	130	LNCaP C4-2 (prostate carcinoma)	848	LNCaP_C4-2__prostate_carcinoma_@GSE65066	None	GSE65066	False
EXP034502	ALIGNS039378	61	ANDR_HUMAN	130	LNCaP C4-2 (prostate carcinoma)	848	LNCaP_C4-2__prostate_carcinoma_@GSE65066	None	GSE65066	False
EXP034503	ALIGNS039379	61	ANDR_HUMAN	70	LNCaP (prostate carcinoma)	849	LNCaP__prostate_carcinoma_@GSE65066	None	GSE65066	False
EXP034504	ALIGNS039380	61	ANDR_HUMAN	70	LNCaP (prostate carcinoma)	849	LNCaP__prostate_carcinoma_@GSE65066	None	GSE65066	False
EXP034517	ALIGNS039393	43	RUNX1_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	850	MCF7__Invasive_ductal_breast_carcinoma_@GSE65313	None	GSE65313	False
EXP034523	ALIGNS039399	43	RUNX1_HUMAN	516	Kasumi-1 (acute myeloblastic leukemia)	851	Kasumi-1__acute_myeloblastic_leukemia_@GSE65427	None	GSE65427	False
EXP034524	ALIGNS039400	43	RUNX1_HUMAN	516	Kasumi-1 (acute myeloblastic leukemia)	851	Kasumi-1__acute_myeloblastic_leukemia_@GSE65427	None	GSE65427	False
EXP034525	ALIGNS039401	43	RUNX1_HUMAN	65	U937 (adult acute monocytic leukemia)	852	U937__adult_acute_monocytic_leukemia_@GSE65427	None	GSE65427	False
EXP034527	ALIGNS039403	40	MYC_HUMAN	659	neonatal foreskin fibroblasts	853	neonatal_foreskin_fibroblasts@GSE65544	None	GSE65544	False
EXP034528	ALIGNS039404	40	MYC_HUMAN	659	neonatal foreskin fibroblasts	853	neonatal_foreskin_fibroblasts@GSE65544	None	GSE65544	False
EXP034555	ALIGNS039431	89	GATA3_HUMAN	520	Kelly (neuroblastoma)	857	Kelly__neuroblastoma_@GSE65664	None	GSE65664	False
EXP034556	ALIGNS039432	89	GATA3_HUMAN	664	SH-SY5Y (neuroblastoma)	854	SH-SY5Y__neuroblastoma_@GSE65664	None	GSE65664	False
EXP034557	ALIGNS039433	89	GATA3_HUMAN	82	SK-N-BE(2)-C (neuroblastoma)	855	SK-N-BE_2_-C__neuroblastoma_@GSE65664	None	GSE65664	False
EXP034558	ALIGNS039434	89	GATA3_HUMAN	82	SK-N-BE(2)-C (neuroblastoma)	855	SK-N-BE_2_-C__neuroblastoma_@GSE65664	None	GSE65664	False
EXP034559	ALIGNS039435	89	GATA3_HUMAN	669	NGP (neuroblastoma)	856	NGP__neuroblastoma_@GSE65664	None	GSE65664	False
EXP034579	ALIGNS039455	493	DNM3A_HUMAN	215	keratinocytes	859	keratinocytes@GSE65838	None	GSE65838	False
EXP034580	ALIGNS039456	494	DNM3B_HUMAN	215	keratinocytes	859	keratinocytes@GSE65838	None	GSE65838	False
EXP034581	ALIGNS039457	493	DNM3A_HUMAN	261	epidermal stem cells	858	epidermal_stem_cells@GSE65838	None	GSE65838	False
EXP034582	ALIGNS039458	494	DNM3B_HUMAN	315	foreskin	860	foreskin@GSE65838	None	GSE65838	False
EXP034583	ALIGNS039459	493	DNM3A_HUMAN	261	epidermal stem cells	858	epidermal_stem_cells@GSE65838	None	GSE65838	False
EXP034584	ALIGNS039460	494	DNM3B_HUMAN	261	epidermal stem cells	858	epidermal_stem_cells@GSE65838	None	GSE65838	False
EXP034585	ALIGNS039461	493	DNM3A_HUMAN	261	epidermal stem cells	858	epidermal_stem_cells@GSE65838	None	GSE65838	False
EXP034586	ALIGNS039462	494	DNM3B_HUMAN	261	epidermal stem cells	858	epidermal_stem_cells@GSE65838	None	GSE65838	False
EXP034589	ALIGNS039465	8	GCR_HUMAN	848	U2OS (osteosarcoma)	861	U2OS__osteosarcoma_@GSE65847	None	GSE65847	False
EXP034590	ALIGNS039466	8	GCR_HUMAN	848	U2OS (osteosarcoma)	861	U2OS__osteosarcoma_@GSE65847	None	GSE65847	False
EXP034596	ALIGNS039472	495	ZN165_HUMAN	864	WHIM12 (breast cancer)	862	WHIM12__breast_cancer_@GSE65937	None	GSE65937	False
EXP034603	ALIGNS039479	61	ANDR_HUMAN	70	LNCaP (prostate carcinoma)	863	LNCaP__prostate_carcinoma_@GSE66037	None	GSE66037	False
EXP034604	ALIGNS039480	61	ANDR_HUMAN	90	BicR (prostate cancer)	864	BicR__prostate_cancer_@GSE66037	None	GSE66037	False
EXP034605	ALIGNS039481	61	ANDR_HUMAN	90	BicR (prostate cancer)	864	BicR__prostate_cancer_@GSE66037	None	GSE66037	False
EXP034606	ALIGNS039482	61	ANDR_HUMAN	90	BicR (prostate cancer)	864	BicR__prostate_cancer_@GSE66037	None	GSE66037	False
EXP034614	ALIGNS039490	119	TEAD4_HUMAN	2301	MDA-MB-231 (breast adenocarcinoma)	865	MDA-MB-231__breast_adenocarcinoma_@GSE66081	None	GSE66081	False
EXP034615	ALIGNS039491	46	JUN_HUMAN	2301	MDA-MB-231 (breast adenocarcinoma)	865	MDA-MB-231__breast_adenocarcinoma_@GSE66081	None	GSE66081	False
EXP034625	ALIGNS039501	18	CEBPB_HUMAN	911	macrophages	866	macrophages@GSE66192	None	GSE66192	False
EXP034626	ALIGNS039502	18	CEBPB_HUMAN	911	macrophages	866	macrophages@GSE66192	None	GSE66192	False
EXP034628	ALIGNS039504	84	FOXA2_HUMAN	145	Caco-2 (colon adenocarcinoma)	867	Caco-2__colon_adenocarcinoma_@GSE66218	None	GSE66218	False
EXP034634	ALIGNS039510	40	MYC_HUMAN	440	HMEC (human mammary epithelial cells)	868	HMEC__human_mammary_epithelial_cells_@GSE66252	None	GSE66252	False
EXP034638	ALIGNS039514	48	P53_HUMAN	2301	MDA-MB-231 (breast adenocarcinoma)	869	MDA-MB-231__breast_adenocarcinoma_@GSE66543	None	GSE66543	False
EXP034643	ALIGNS039519	53	SPI1_HUMAN	729	macrophages form periferal blood	870	macrophages_form_periferal_blood@GSE66594	None	GSE66594	False
EXP034644	ALIGNS039520	53	SPI1_HUMAN	729	macrophages form periferal blood	870	macrophages_form_periferal_blood@GSE66594	None	GSE66594	False
EXP034645	ALIGNS039521	53	SPI1_HUMAN	729	macrophages form periferal blood	870	macrophages_form_periferal_blood@GSE66594	None	GSE66594	False
EXP034646	ALIGNS039522	53	SPI1_HUMAN	729	macrophages form periferal blood	870	macrophages_form_periferal_blood@GSE66594	None	GSE66594	False
EXP034647	ALIGNS039523	496	ARI3B_HUMAN	691	OECM1 (oral cavity squamous cell carcinoma)	871	OECM1__oral_cavity_squamous_cell_carcinoma_@GSE66601	None	GSE66601	False
EXP034648	ALIGNS039524	496	ARI3B_HUMAN	691	OECM1 (oral cavity squamous cell carcinoma)	871	OECM1__oral_cavity_squamous_cell_carcinoma_@GSE66601	None	GSE66601	False
EXP034679	ALIGNS039555	8	GCR_HUMAN	646	NALM-6 (adult B acute lymphoblastic leukemia)	873	NALM-6__adult_B_acute_lymphoblastic_leukemia_@GSE67046	None	GSE67046	False
EXP034680	ALIGNS039556	8	GCR_HUMAN	646	NALM-6 (adult B acute lymphoblastic leukemia)	873	NALM-6__adult_B_acute_lymphoblastic_leukemia_@GSE67046	None	GSE67046	False
EXP034682	ALIGNS039558	48	P53_HUMAN	821	SW480 (colon adenocarcinoma)	874	SW480__colon_adenocarcinoma_@GSE67108	None	GSE67108	False
EXP034684	ALIGNS039560	89	GATA3_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	875	MCF7__Invasive_ductal_breast_carcinoma_@GSE67206	None	GSE67206	False
EXP034685	ALIGNS039561	159	MTA3_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	875	MCF7__Invasive_ductal_breast_carcinoma_@GSE67206	None	GSE67206	False
EXP034689	ALIGNS039565	34	ARNT_HUMAN	30	RCC 7860 (Renal cell carcinoma)	876	RCC_7860__Renal_cell_carcinoma_@GSE67237	None	GSE67237	False
EXP034690	ALIGNS039566	33	EPAS1_HUMAN	30	RCC 7860 (Renal cell carcinoma)	876	RCC_7860__Renal_cell_carcinoma_@GSE67237	None	GSE67237	False
EXP034691	ALIGNS039567	32	HIF1A_HUMAN	30	RCC 7860 (Renal cell carcinoma)	876	RCC_7860__Renal_cell_carcinoma_@GSE67237	None	GSE67237	False
EXP034692	ALIGNS039568	34	ARNT_HUMAN	30	RCC 7860 (Renal cell carcinoma)	876	RCC_7860__Renal_cell_carcinoma_@GSE67237	None	GSE67237	False
EXP034693	ALIGNS039569	33	EPAS1_HUMAN	30	RCC 7860 (Renal cell carcinoma)	876	RCC_7860__Renal_cell_carcinoma_@GSE67237	None	GSE67237	False
EXP034694	ALIGNS039570	34	ARNT_HUMAN	30	RCC 7860 (Renal cell carcinoma)	876	RCC_7860__Renal_cell_carcinoma_@GSE67237	None	GSE67237	False
EXP034695	ALIGNS039571	33	EPAS1_HUMAN	30	RCC 7860 (Renal cell carcinoma)	876	RCC_7860__Renal_cell_carcinoma_@GSE67237	None	GSE67237	False
EXP034701	ALIGNS039577	497	BATF2_HUMAN	78	HeLa (cervical adenocarcinoma)	877	HeLa__cervical_adenocarcinoma_@GSE67258	None	GSE67258	False
EXP034702	ALIGNS039578	4	SOX2_HUMAN	505	IVF-derived glioma stem cells	878	IVF-derived_glioma_stem_cells@GSE67282	None	GSE67282	False
EXP034703	ALIGNS039579	4	SOX2_HUMAN	502	iPSC-derived neural progenitor cells	879	iPSC-derived_neural_progenitor_cells@GSE67282	None	GSE67282	False
EXP034704	ALIGNS039580	4	SOX2_HUMAN	502	iPSC-derived neural progenitor cells	879	iPSC-derived_neural_progenitor_cells@GSE67282	None	GSE67282	False
EXP034705	ALIGNS039581	4	SOX2_HUMAN	502	iPSC-derived neural progenitor cells	879	iPSC-derived_neural_progenitor_cells@GSE67282	None	GSE67282	False
EXP034706	ALIGNS039582	4	SOX2_HUMAN	502	iPSC-derived neural progenitor cells	879	iPSC-derived_neural_progenitor_cells@GSE67282	None	GSE67282	False
EXP034708	ALIGNS039584	470	KMT2B_HUMAN	687	OCI-LY7 (diffuse large B-cell lymphoma)	880	OCI-LY7__diffuse_large_B-cell_lymphoma_@GSE67314	None	GSE67314	False
EXP034734	ALIGNS039610	38	P63_HUMAN	468	neonatal keratinocytes	881	neonatal_keratinocytes@GSE67382	None	GSE67382	False
EXP034735	ALIGNS039611	38	P63_HUMAN	468	neonatal keratinocytes	881	neonatal_keratinocytes@GSE67382	None	GSE67382	False
EXP034748	ALIGNS039624	470	KMT2B_HUMAN	327	germinal center B-cells	882	germinal_center_B-cells@GSE67494	None	GSE67494	False
EXP034749	ALIGNS039625	470	KMT2B_HUMAN	327	germinal center B-cells	882	germinal_center_B-cells@GSE67494	None	GSE67494	False
EXP034791	ALIGNS039667	194	HNF1A_HUMAN	145	Caco-2 (colon adenocarcinoma)	883	Caco-2__colon_adenocarcinoma_@GSE67740	None	GSE67740	False
EXP034794	ALIGNS039670	23	CTCF_HUMAN	471	stem and progenitor cells	884	stem_and_progenitor_cells@GSE67783	None	GSE67783	False
EXP034795	ALIGNS039671	23	CTCF_HUMAN	894	erythroid cells	885	erythroid_cells@GSE67783	None	GSE67783	False
EXP034797	ALIGNS039673	74	E2F1_HUMAN	70	LNCaP (prostate carcinoma)	886	LNCaP__prostate_carcinoma_@GSE67809	None	GSE67809	False
EXP034820	ALIGNS039696	107	NRF1_HUMAN	440	HMEC (human mammary epithelial cells)	887	HMEC__human_mammary_epithelial_cells_@GSE67867	None	GSE67867	False
EXP034821	ALIGNS039697	107	NRF1_HUMAN	410	HCC1954 (ductal breast carcinoma)	888	HCC1954__ductal_breast_carcinoma_@GSE67867	None	GSE67867	False
EXP034836	ALIGNS039712	61	ANDR_HUMAN	2538	primary prostate cancer	890	primary_prostate_cancer@GSE65478	None	GSE65478	False
EXP034837	ALIGNS039713	61	ANDR_HUMAN	2538	primary prostate cancer	890	primary_prostate_cancer@GSE65478	None	GSE65478	False
EXP034838	ALIGNS039714	61	ANDR_HUMAN	2538	primary prostate cancer	890	primary_prostate_cancer@GSE65478	None	GSE65478	False
EXP034839	ALIGNS039715	61	ANDR_HUMAN	435	prostate tumor	889	prostate_tumor@GSE65478	None	GSE65478	False
EXP034840	ALIGNS039716	61	ANDR_HUMAN	435	prostate tumor	889	prostate_tumor@GSE65478	None	GSE65478	False
EXP034841	ALIGNS039717	61	ANDR_HUMAN	435	prostate tumor	889	prostate_tumor@GSE65478	None	GSE65478	False
EXP034842	ALIGNS039718	61	ANDR_HUMAN	2538	primary prostate cancer	890	primary_prostate_cancer@GSE65478	None	GSE65478	False
EXP034859	ALIGNS039735	74	E2F1_HUMAN	794	SK-MEL-147 (melanoma)	891	SK-MEL-147__melanoma_@GSE68223	None	GSE68223	False
EXP034869	ALIGNS039745	92	SMAD3_HUMAN	93	BJ (fibroblasts)	892	BJ__fibroblasts_@GSE68325	None	GSE68325	False
EXP034872	ALIGNS039748	485	TEAD1_HUMAN	454	HuCCT1 (intrahepatic cholangiocarcinoma)	893	HuCCT1__intrahepatic_cholangiocarcinoma_@GSE68296	None	GSE68296	False
EXP034873	ALIGNS039749	119	TEAD4_HUMAN	454	HuCCT1 (intrahepatic cholangiocarcinoma)	893	HuCCT1__intrahepatic_cholangiocarcinoma_@GSE68296	None	GSE68296	False
EXP034876	ALIGNS039752	375	FOXO1_HUMAN	327	germinal center B-cells	894	germinal_center_B-cells@GSE68349	None	GSE68349	False
EXP034877	ALIGNS039753	375	FOXO1_HUMAN	327	germinal center B-cells	894	germinal_center_B-cells@GSE68349	None	GSE68349	False
EXP034878	ALIGNS039754	31	BCL6_HUMAN	327	germinal center B-cells	894	germinal_center_B-cells@GSE68349	None	GSE68349	False
EXP034879	ALIGNS039755	31	BCL6_HUMAN	327	germinal center B-cells	894	germinal_center_B-cells@GSE68349	None	GSE68349	False
EXP034880	ALIGNS039756	6	ESR1_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	895	MCF7__Invasive_ductal_breast_carcinoma_@GSE68356	None	GSE68356	False
EXP034881	ALIGNS039757	6	ESR1_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	895	MCF7__Invasive_ductal_breast_carcinoma_@GSE68356	None	GSE68356	False
EXP034882	ALIGNS039758	6	ESR1_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	895	MCF7__Invasive_ductal_breast_carcinoma_@GSE68356	None	GSE68356	False
EXP034883	ALIGNS039759	6	ESR1_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	895	MCF7__Invasive_ductal_breast_carcinoma_@GSE68356	None	GSE68356	False
EXP034884	ALIGNS039760	6	ESR1_HUMAN	111	T47D (invasive ductal carcinoma)	896	T47D__invasive_ductal_carcinoma_@GSE68356	None	GSE68356	False
EXP034885	ALIGNS039761	6	ESR1_HUMAN	111	T47D (invasive ductal carcinoma)	896	T47D__invasive_ductal_carcinoma_@GSE68356	None	GSE68356	False
EXP034886	ALIGNS039762	6	ESR1_HUMAN	111	T47D (invasive ductal carcinoma)	896	T47D__invasive_ductal_carcinoma_@GSE68356	None	GSE68356	False
EXP034887	ALIGNS039763	6	ESR1_HUMAN	111	T47D (invasive ductal carcinoma)	896	T47D__invasive_ductal_carcinoma_@GSE68356	None	GSE68356	False
EXP034888	ALIGNS039764	444	PRGR_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	895	MCF7__Invasive_ductal_breast_carcinoma_@GSE68356	None	GSE68356	False
EXP034889	ALIGNS039765	444	PRGR_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	895	MCF7__Invasive_ductal_breast_carcinoma_@GSE68356	None	GSE68356	False
EXP034890	ALIGNS039766	444	PRGR_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	895	MCF7__Invasive_ductal_breast_carcinoma_@GSE68356	None	GSE68356	False
EXP034891	ALIGNS039767	444	PRGR_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	895	MCF7__Invasive_ductal_breast_carcinoma_@GSE68356	None	GSE68356	False
EXP034892	ALIGNS039768	444	PRGR_HUMAN	111	T47D (invasive ductal carcinoma)	896	T47D__invasive_ductal_carcinoma_@GSE68356	None	GSE68356	False
EXP034893	ALIGNS039769	444	PRGR_HUMAN	111	T47D (invasive ductal carcinoma)	896	T47D__invasive_ductal_carcinoma_@GSE68356	None	GSE68356	False
EXP034894	ALIGNS039770	444	PRGR_HUMAN	111	T47D (invasive ductal carcinoma)	896	T47D__invasive_ductal_carcinoma_@GSE68356	None	GSE68356	False
EXP034895	ALIGNS039771	444	PRGR_HUMAN	111	T47D (invasive ductal carcinoma)	896	T47D__invasive_ductal_carcinoma_@GSE68356	None	GSE68356	False
EXP034899	ALIGNS039775	6	ESR1_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	897	MCF7__Invasive_ductal_breast_carcinoma_@GSE68357	None	GSE68357	False
EXP034900	ALIGNS039776	444	PRGR_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	897	MCF7__Invasive_ductal_breast_carcinoma_@GSE68357	None	GSE68357	False
EXP034901	ALIGNS039777	6	ESR1_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	897	MCF7__Invasive_ductal_breast_carcinoma_@GSE68357	None	GSE68357	False
EXP034902	ALIGNS039778	444	PRGR_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	897	MCF7__Invasive_ductal_breast_carcinoma_@GSE68357	None	GSE68357	False
EXP034903	ALIGNS039779	6	ESR1_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	897	MCF7__Invasive_ductal_breast_carcinoma_@GSE68357	None	GSE68357	False
EXP034904	ALIGNS039780	444	PRGR_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	897	MCF7__Invasive_ductal_breast_carcinoma_@GSE68357	None	GSE68357	False
EXP034927	ALIGNS039803	444	PRGR_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	899	MCF7__Invasive_ductal_breast_carcinoma_@GSE68355	None	GSE68355	False
EXP034928	ALIGNS039804	6	ESR1_HUMAN	111	T47D (invasive ductal carcinoma)	898	T47D__invasive_ductal_carcinoma_@GSE68355	None	GSE68355	False
EXP034929	ALIGNS039805	6	ESR1_HUMAN	111	T47D (invasive ductal carcinoma)	898	T47D__invasive_ductal_carcinoma_@GSE68355	None	GSE68355	False
EXP034930	ALIGNS039806	6	ESR1_HUMAN	111	T47D (invasive ductal carcinoma)	898	T47D__invasive_ductal_carcinoma_@GSE68355	None	GSE68355	False
EXP034931	ALIGNS039807	444	PRGR_HUMAN	111	T47D (invasive ductal carcinoma)	898	T47D__invasive_ductal_carcinoma_@GSE68355	None	GSE68355	False
EXP034932	ALIGNS039808	444	PRGR_HUMAN	111	T47D (invasive ductal carcinoma)	898	T47D__invasive_ductal_carcinoma_@GSE68355	None	GSE68355	False
EXP034933	ALIGNS039809	444	PRGR_HUMAN	111	T47D (invasive ductal carcinoma)	898	T47D__invasive_ductal_carcinoma_@GSE68355	None	GSE68355	False
EXP034934	ALIGNS039810	6	ESR1_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	899	MCF7__Invasive_ductal_breast_carcinoma_@GSE68355	None	GSE68355	False
EXP034935	ALIGNS039811	6	ESR1_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	899	MCF7__Invasive_ductal_breast_carcinoma_@GSE68355	None	GSE68355	False
EXP034936	ALIGNS039812	6	ESR1_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	899	MCF7__Invasive_ductal_breast_carcinoma_@GSE68355	None	GSE68355	False
EXP034937	ALIGNS039813	444	PRGR_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	899	MCF7__Invasive_ductal_breast_carcinoma_@GSE68355	None	GSE68355	False
EXP034938	ALIGNS039814	444	PRGR_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	899	MCF7__Invasive_ductal_breast_carcinoma_@GSE68355	None	GSE68355	False
EXP034939	ALIGNS039815	444	PRGR_HUMAN	113	MCF7 (Invasive ductal breast carcinoma)	899	MCF7__Invasive_ductal_breast_carcinoma_@GSE68355	None	GSE68355	False
EXP034954	ALIGNS039830	23	CTCF_HUMAN	509	Jurkat (T-cells)	900	Jurkat__T-cells_@GSE68976	None	GSE68976	False
EXP034955	ALIGNS039831	43	RUNX1_HUMAN	509	Jurkat (T-cells)	900	Jurkat__T-cells_@GSE68976	None	GSE68976	False
EXP034956	ALIGNS039832	89	GATA3_HUMAN	509	Jurkat (T-cells)	900	Jurkat__T-cells_@GSE68976	None	GSE68976	False
EXP034957	ALIGNS039833	23	CTCF_HUMAN	10	HEK293T (embryonic kidney)	901	HEK293T__embryonic_kidney_@GSE68976	None	GSE68976	False
EXP034958	ALIGNS039834	23	CTCF_HUMAN	10	HEK293T (embryonic kidney)	901	HEK293T__embryonic_kidney_@GSE68976	None	GSE68976	False
EXP034967	ALIGNS039843	18	CEBPB_HUMAN	892	MSC (mesenchymal stem cells)	907	MSC__mesenchymal_stem_cells_@GSE68864	None	GSE68864	False
EXP034968	ALIGNS039844	18	CEBPB_HUMAN	892	MSC (mesenchymal stem cells)	907	MSC__mesenchymal_stem_cells_@GSE68864	None	GSE68864	False
EXP034969	ALIGNS039845	18	CEBPB_HUMAN	892	MSC (mesenchymal stem cells)	907	MSC__mesenchymal_stem_cells_@GSE68864	None	GSE68864	False
EXP034970	ALIGNS039846	8	GCR_HUMAN	892	MSC (mesenchymal stem cells)	907	MSC__mesenchymal_stem_cells_@GSE68864	None	GSE68864	False
EXP034971	ALIGNS039847	498	ATF4_HUMAN	892	MSC (mesenchymal stem cells)	907	MSC__mesenchymal_stem_cells_@GSE68864	None	GSE68864	False
EXP034972	ALIGNS039848	18	CEBPB_HUMAN	892	MSC (mesenchymal stem cells)	907	MSC__mesenchymal_stem_cells_@GSE68864	None	GSE68864	False
EXP034973	ALIGNS039849	18	CEBPB_HUMAN	892	MSC (mesenchymal stem cells)	907	MSC__mesenchymal_stem_cells_@GSE68864	None	GSE68864	False
EXP034974	ALIGNS039850	18	CEBPB_HUMAN	892	MSC (mesenchymal stem cells)	907	MSC__mesenchymal_stem_cells_@GSE68864	None	GSE68864	False
EXP034975	ALIGNS039851	18	CEBPB_HUMAN	892	MSC (mesenchymal stem cells)	907	MSC__mesenchymal_stem_cells_@GSE68864	None	GSE68864	False
EXP034976	ALIGNS039852	498	ATF4_HUMAN	892	MSC (mesenchymal stem cells)	907	MSC__mesenchymal_stem_cells_@GSE68864	None	GSE68864	False
EXP035003	ALIGNS039879	383	BMAL1_HUMAN	848	U2OS (osteosarcoma)	908	U2OS__osteosarcoma_@GSE69100	None	GSE69100	False
